,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,-50,-49,-48,-47,-46,-45,-44,-43,-42,-41,-40,-39,-38,-37,-36,-35,-34,-33,-32,-31,-30,-29,-28,-27,-26,-25,-24,-23,-22,-21,-20,-19,-18,-17,-16,-15,-14,-13,-12,-11,-10,-9,-8,-7,-6,-5,-4,-3,-2,-1
217,217,2723,4289,4932,2586,4986,2479,720,4112,3778,1271,2355,1952,4237,2521,2250,1558,4686,1328,3857,4987,2646,5058,47,4376,3209,2375,1789,227,3187,118,3439,421,873,2790,168,1955,3212,951,1878,598,1806,486,4623,696,2807,793,780,1656,2988,5118,2672,2504,2957,3580,5026,4817,4004,549,1381,2405,1087,3876,2466,4959,1388,2926,4218,609,2076,3430,2622,3185,4978,1131,288,3716,3029,5044,3421,5147,632,1283,4137,4945,2371,1740,4322,809,239,4457,2211,4158,2145,413,3763,4598,3285,5068,2941
218,218,5215,2261,362,3117,3492,4484,3234,5305,61,1347,2091,2341,1627,3928,1011,3271,242,3239,1034,697,1303,3568,1677,1476,3287,4748,1088,2300,2195,1828,1425,3853,3618,1590,1325,3642,2206,3531,3542,2251,2791,4551,3588,5096,2133,639,2392,224,766,1983,2637,2571,4867,1479,3329,3961,1766,3473,3346,1539,2877,2028,684,4499,2926,1231,1232,1077,4538,1163,2021,785,2850,2305,3137,4011,5102,568,3649,143,2493,2292,752,2936,3362,1221,367,2258,4883,4765,1388,3430,2219,1448,3934,2371,4675,1381,2211
219,219,3401,4961,1745,3361,2889,2309,4913,1838,2416,2078,781,4466,1912,3679,5170,3378,1628,3940,1209,3838,502,2880,506,1864,3519,2349,1781,2184,2377,1295,2325,48,5232,2879,3052,324,4976,4231,2548,4007,2574,1910,2050,4438,852,4175,4654,678,2099,2294,4218,4371,3768,4158,3064,4291,1425,2392,5215,3514,4817,649,1740,5192,843,2433,549,850,5063,5044,1131,1831,413,2405,2145,5118,4004,2076,715,3716,3069,3185,4457,1303,609,288,4945,3029,5147,4322,2622,632,1283,809,3763,4598,3285,5068,2941
220,220,4638,750,3365,1345,4570,4276,1743,3368,1655,4630,2736,1374,1716,2670,233,740,4616,162,1080,1609,1245,45,1651,1834,3738,278,3123,4653,4417,3351,805,854,4720,3184,4505,1438,437,3741,884,4888,3894,4768,4677,3427,2867,1324,1321,72,4939,2377,2219,2960,1005,1788,785,680,1569,3561,4654,4336,3649,3267,5170,3092,5186,4312,2021,1812,2637,482,1766,1025,1662,4275,3277,1232,1746,2936,1212,4669,4538,3137,1838,1231,3430,4573,752,1479,2351,4011,5102,1163,3961,4765,4883,367,2258,3934,1381
221,221,2605,3511,1909,565,1194,3403,4107,1262,202,775,4704,611,2729,3861,2833,1078,3573,4089,542,258,2012,4233,2304,2275,483,5228,1486,3627,3432,4895,3328,620,5196,4922,355,4041,5013,222,354,2107,921,5088,4024,4391,1253,1713,4526,4310,2761,218,3684,2170,3514,4291,549,3768,4817,4978,2433,2392,843,1131,4218,4832,850,649,5215,1425,413,2076,1831,4004,3421,715,5044,2405,5118,609,5063,4457,4945,2145,3716,3069,288,3029,3185,5147,2622,4322,632,809,1283,1303,3763,4598,3285,5068,2941
222,222,3573,339,4526,5275,3082,2605,275,1486,775,921,3070,5203,3773,4515,4549,5228,2833,215,4147,668,1909,3432,4233,1253,1194,3627,2006,1920,394,1919,5013,2666,4443,4391,4178,4895,1086,729,5196,5091,4944,3107,984,4843,1027,1977,3328,4704,256,3247,1189,1616,4371,670,549,700,843,4978,3768,4291,3514,4817,2433,4218,4832,850,649,413,1131,4004,715,609,1831,5044,2076,3421,5118,2405,1303,2145,288,5063,3716,3069,4457,4945,3029,5147,3185,809,2622,4322,1283,632,3763,3285,4598,5068,2941
223,223,4120,3550,5255,4278,2725,5331,4413,2374,296,949,3775,337,2969,3011,2169,1095,480,3023,306,507,3499,5039,1266,5072,2914,2580,2186,2400,4528,1177,437,3319,3320,1630,2394,1461,1281,2915,1849,5043,4187,3358,4391,4800,2759,2113,2809,4897,1658,700,3247,1303,2493,843,649,3768,850,1616,2926,366,2211,288,4832,715,1831,5118,4817,609,1131,4004,4978,549,413,4080,2076,2405,5044,5063,4218,2957,4457,3029,5147,3069,632,2145,4945,3185,3716,4322,1283,809,2622,3763,3421,3285,4598,5068,2941
224,224,3997,512,1627,653,3492,5100,3853,3568,1106,5096,3542,702,766,3618,3372,3386,209,2895,2075,4588,2133,4000,5320,3103,1590,3840,1828,2091,1220,5020,4257,1218,3565,4548,2657,3642,1034,2251,3234,2450,4751,1501,4392,4481,797,2306,4551,1325,2746,2498,198,568,1232,2637,1812,4312,3092,3961,2021,1838,2351,1221,1231,1479,4867,2292,1766,3362,4669,2305,4573,684,4538,1388,3137,3649,3473,2926,2219,143,5102,4675,3421,2850,1163,4011,752,2936,3430,4883,2493,4765,367,2371,1448,2258,2211,3934,1381
225,225,4596,2474,1966,3995,2193,4208,2494,74,1818,4240,3860,2735,4215,3954,4495,667,2259,4222,5233,1383,1252,654,1275,5227,3605,2228,525,2001,5139,3442,1452,5239,2304,1437,1708,30,4599,2365,1697,4869,621,2634,360,2445,3575,3878,2210,2526,3371,3247,1831,3514,4832,5192,2294,288,2603,649,5215,4291,1189,670,4978,4080,1303,850,5063,843,5044,715,4817,1131,549,4218,4004,5118,609,3716,3069,3421,2405,2076,1740,2145,632,4457,3185,4945,1283,2622,5147,3029,4322,809,3763,4598,5068,3285,2941
226,226,30,4243,1993,74,2202,4087,1413,2913,3508,4222,1469,841,538,1107,1160,1573,4255,821,380,1240,4756,4389,3871,993,5227,1165,3999,2925,4101,2116,2463,621,4384,509,272,819,4308,1492,3305,1520,2730,576,4097,2996,2281,1012,1595,4216,2545,4978,4832,3768,2076,362,4305,3716,3580,609,4746,5063,3792,843,649,715,3588,4004,3421,5044,4484,1088,3287,2405,3928,5118,4457,1425,1740,288,3069,4945,2145,2179,2392,3029,3185,2622,5147,4322,632,218,809,1283,5215,3763,4598,1303,3285,5068,2941
227,227,3187,4112,4686,591,2962,2053,4546,2723,486,2807,2355,3539,4942,421,3799,2790,712,4986,3778,4987,1789,5288,2646,4252,3735,933,4700,4571,2806,4623,5049,988,1952,2007,2521,2230,5058,3212,2000,2586,4246,2250,3683,3483,2649,1747,3964,2025,2375,4959,2294,3421,4004,2622,3208,4590,4883,2690,3185,3876,2038,2957,2076,5026,609,3580,3716,3029,1087,1131,632,2504,2466,1388,3664,4322,5147,1283,4137,4978,3430,1381,5044,4945,288,2371,2211,809,4457,239,1740,4158,4598,3763,2145,413,3285,5068,2941
228,228,4479,578,1237,1565,268,1527,3499,1095,306,2556,3809,2319,3773,3085,3229,3189,3044,1117,1430,1986,803,868,5091,3313,152,949,3072,2652,935,4352,2143,1734,395,3107,2759,4950,668,5234,4044,1922,842,3392,3051,2425,5255,3433,300,5039,5043,4004,4005,3331,2392,2076,4817,4150,2433,850,4978,5118,1315,3514,4080,700,2957,1131,3768,3737,5044,4218,1616,2170,649,2405,4291,1303,288,4457,3029,809,4945,2145,4832,5147,3716,1831,5063,3069,3185,1283,2622,3285,4322,3763,632,3421,4598,5068,2941
229,229,2893,2284,3437,4023,3669,1822,2541,4343,2368,3013,4489,3407,3159,1148,386,5155,4421,2402,4565,27,678,2706,5232,449,5066,3706,81,4007,4537,3940,3543,4893,1467,2594,989,3170,431,3301,2548,4199,1582,1050,3378,1846,2231,4612,3093,4430,2952,1831,2466,3514,3421,147,1189,5192,2294,670,850,3664,4137,4218,4978,2433,843,5063,4817,1740,549,5044,1303,288,1131,4158,2405,5118,413,3069,715,4004,2076,4322,3185,632,2145,2622,3716,4457,3029,609,5147,1283,4945,3763,809,4598,5068,3285,2941
230,230,2634,47,4130,3223,1452,5221,417,4721,2222,4565,4113,2060,3375,563,255,1494,567,2048,5157,4932,2280,1981,5139,3549,5075,3587,1032,2005,2824,174,4700,3043,4095,4416,287,2584,1275,3571,3609,3686,2790,2818,3162,2800,2723,5260,1338,1148,4132,1287,2926,4959,2957,5192,2371,1831,4218,1087,5044,1303,4978,1131,288,715,2433,4004,549,2405,4817,5118,147,4137,3421,3069,2076,2672,5063,609,2622,3185,4158,3029,5147,239,632,1283,2145,2211,4322,4945,4457,3716,3763,809,413,4598,3285,5068,2941
231,231,3835,529,1268,2598,21,407,1518,3892,280,4102,134,4694,210,66,353,4514,2385,2311,1568,4650,53,2030,4778,263,2407,1722,2488,5216,170,701,126,3226,2111,719,1976,2897,4364,1548,3259,1331,1715,2132,4428,1654,5033,2872,2066,2895,4053,852,1812,4295,2326,198,2434,2960,1005,4404,1025,1788,482,3277,3267,1052,5170,143,3092,4275,4336,2637,1662,5186,2351,1766,3137,3145,1232,4669,4538,1983,1163,4573,1838,1479,3961,2021,2936,752,4011,1231,5102,3430,367,4883,3869,4765,2258,3934,1381
232,232,1909,1977,1081,2562,4096,3559,5088,5160,3719,4183,435,5055,483,3008,4636,1772,3328,3159,3084,431,4704,4652,3096,2275,1576,2180,4032,5260,758,1751,449,2605,3511,2824,1194,975,4922,735,3403,1588,3070,672,676,5139,4872,4023,984,4024,4306,700,5192,3064,1189,4978,1425,4291,670,4832,3768,649,850,5044,843,4218,3514,4817,1131,549,2433,2405,1831,288,4004,5118,2076,715,609,3421,2145,413,5063,4457,1303,3069,3185,3029,5147,3716,4322,2622,4945,809,1283,632,3763,3285,5068,4598,2941
233,233,2670,1655,3427,4677,1245,2131,3365,4570,2496,4157,916,4720,45,3738,278,37,884,4800,162,750,805,2684,3351,1321,4235,3201,296,1013,1362,3184,4510,1324,4638,4653,251,14,4973,2437,1374,5315,1168,4417,3894,4866,4400,3615,1188,4768,1743,2926,4669,4499,1746,1662,2571,1212,3277,1388,3649,2021,4598,2493,2936,1812,482,1838,5068,1232,2850,4675,3421,4538,1221,3285,785,4312,3137,2219,2351,1448,4573,1479,413,1231,4011,752,2941,2371,1163,5102,3430,3961,2211,4765,4883,367,2258,3934,1381
234,234,1652,1133,2311,3836,4931,1568,2914,4000,4115,2111,2030,3552,94,4650,3372,2915,3776,2132,1417,4688,4846,301,4025,3428,725,3077,2793,1771,2378,369,2075,21,1619,4266,5320,1258,4777,4463,4500,1688,4835,3833,1495,4271,4577,3416,2895,1563,3351,1983,3473,2021,1448,3137,2614,4669,2292,1479,3869,4675,2351,439,4573,4538,785,5172,143,1388,2850,684,3961,2936,2371,3649,2957,1231,1232,2219,2145,3421,1163,2493,752,4598,4011,5068,3285,1838,2211,5102,3430,4765,2941,367,4883,4312,2258,3934,1381
235,235,511,654,2446,2205,4955,4148,960,279,4367,4906,3747,3914,465,1029,3607,1368,1631,581,1562,1057,4561,3457,1433,4596,1650,3970,1509,3363,2559,2411,3295,1300,2482,1873,2990,708,5031,4760,2334,2252,2356,2817,5059,2925,3885,538,4097,4997,3245,178,3664,5026,4106,3185,4715,2300,4746,5044,3792,2145,3446,61,2998,4305,2912,3588,5147,2195,1347,3928,2261,4322,632,2504,362,1851,953,4484,4158,3287,1283,3117,288,809,3580,2392,4598,2179,3318,3763,1088,1425,1740,218,3285,5215,5068,2941,1303
236,236,4282,2914,4833,3840,3497,3828,4591,2753,337,4835,2886,358,4320,454,4730,4025,3417,3334,4257,1133,1609,4463,2319,3946,3481,4315,3809,3351,3103,4115,3416,710,2971,5100,395,575,437,1495,3042,4120,1501,1220,827,578,5159,5255,664,4577,1804,1723,5170,2498,5068,4573,2926,4080,5102,1479,1212,684,2292,3137,1288,143,4867,4669,959,555,2493,4011,4675,3649,4598,3092,2936,1232,2957,3473,3430,4312,2371,4538,2305,1448,752,2351,2219,2850,1163,367,1838,2941,4765,4883,2211,3421,2258,3934,1381
237,237,4209,884,2664,626,4866,192,4138,270,1324,4128,1013,4653,815,1205,4473,1661,1244,1743,162,1168,4505,4163,1362,2131,3451,1516,4417,2148,4616,3184,4834,916,1321,4140,3368,3577,4276,2604,783,45,4977,4613,3,4368,3275,2256,4909,3365,1623,4341,896,4715,2377,3318,2637,1812,4042,1845,1212,1766,3267,2733,5170,5186,2021,3137,680,2059,3111,2661,3666,1232,4538,1838,3092,1479,4735,4573,2351,3277,4669,1983,2936,1746,1231,3208,1163,5102,4011,2504,3961,3430,752,367,4765,4883,2258,3934,1381
238,238,1556,1676,5238,3753,1053,28,1073,2651,4751,350,1184,4574,3379,1071,32,1156,4799,4525,1223,3976,4849,2158,766,3168,2450,4251,4346,2075,782,4220,1842,3248,2949,125,5076,2086,1365,3443,4968,5023,420,1404,629,1944,173,2243,4798,5191,1590,4004,1699,3346,1635,1283,3317,2405,1892,5147,366,2636,4058,3763,809,5063,2145,2076,4867,2626,3081,1539,3473,4675,3069,3029,4817,3185,4457,4074,4322,2305,4218,239,549,2622,2850,4080,4945,5068,1448,2957,3716,3285,2493,2941,2371,2926,4598,2211,3421
239,239,3690,3972,4334,1892,1622,3076,186,1395,1844,1259,3081,2335,3095,2853,3846,4523,131,3926,4886,1635,745,2481,3533,5323,294,1699,2636,3458,1313,5086,4995,2986,4785,2626,1497,1151,3262,5244,3898,197,2008,4262,1317,749,2994,931,4575,4196,4536,4989,420,1458,560,2183,943,1323,1280,3907,3175,4088,29,1053,2258,1657,4251,1611,89,4853,2901,415,2504,4735,3588,3586,4512,1838,3326,1436,2912,3666,1543,4838,3318,4715,3934,184,1746,4042,2162,1381,3111,3208,4344,2179,2733,4123,1315,4328,4341
240,240,2965,5297,2844,3885,3521,3992,3424,554,987,4491,623,1172,4780,298,3635,1841,5206,2535,1104,2490,1431,3233,1810,3147,2214,2544,3445,1925,3949,1057,3958,2265,1305,2185,2711,1046,3656,387,3882,2409,3884,354,4504,911,2246,1862,3720,1757,5053,4106,4371,2622,2512,4715,364,3029,3928,3207,3287,3208,4746,4484,3865,5044,178,2300,362,1950,4322,5147,89,5305,3318,3271,2261,3117,61,1347,1740,809,1283,3684,4598,632,3580,2912,3588,2392,3763,1088,2179,3285,1425,288,218,5215,5068,2941,1303
241,241,4667,3693,1266,2400,296,2394,4278,3011,3945,1658,3550,1934,2166,1006,2461,3702,4264,383,52,1804,868,2609,437,3546,2186,480,3116,2827,1472,4776,1630,4046,4791,5179,4256,392,2346,4288,935,321,5255,302,1701,3086,2510,5301,1461,3016,4624,843,1539,2493,4817,4074,288,3768,1381,2305,609,4004,2258,1131,715,2926,5044,2170,2076,2405,1831,1303,1163,4218,4978,2850,549,5147,2211,3029,4457,4080,5063,2145,413,809,632,4322,3185,3716,3069,4945,1283,3763,2957,2622,3285,3421,5068,4598,2941
242,242,2635,697,2251,1828,1942,1548,3973,2657,2306,719,1218,1416,3568,5305,725,1325,4358,4588,3178,1034,3492,3531,3642,2206,4745,3684,3618,2407,280,512,1425,61,4426,209,1627,224,3372,2132,3234,4102,3271,4548,2740,88,21,1080,2111,2795,1568,1005,1983,1212,1662,198,3277,4654,3092,4312,684,1812,5170,4275,5186,2850,1723,4675,4669,1232,2637,1766,1838,2021,2493,482,143,4538,2219,3649,2351,4573,2371,1479,2936,3961,1231,3137,752,1448,3430,5102,2211,4011,1163,4765,4883,367,2258,3934,1381
243,243,2896,3155,156,1850,2674,1661,4473,4378,1797,38,1362,2089,50,4866,1324,2288,3196,2057,332,5185,4209,1829,2280,2437,1700,916,2942,2441,780,1664,4901,162,405,138,762,1188,3978,884,4418,5252,4543,3077,4138,3303,836,5075,4943,3516,598,143,4675,4499,2305,896,1505,4462,3267,2377,1838,5170,2661,3421,3137,1746,680,1163,4735,3111,4344,2912,1766,3092,4042,3666,4669,1983,1232,2733,3961,1303,2371,5068,5102,2211,2504,4011,2936,367,2941,4765,4715,4883,752,3430,2258,3208,413,3934,1381
244,244,1143,1462,2921,1872,1424,2816,3623,606,214,4296,3276,456,4248,2022,5307,2448,3414,2136,264,5320,3211,1239,2617,3056,4722,4500,5151,610,998,462,787,290,4062,2673,2964,797,2984,4650,3676,5100,4517,1692,2793,4280,2932,1099,1724,779,4152,3421,3119,2636,3346,2690,2877,5336,2373,3763,1371,2506,2219,3716,2936,4011,2258,143,2021,5068,442,3362,1232,2865,2941,2145,1448,4945,4080,1983,4765,4867,5102,4457,3934,3285,4598,4295,752,2957,2850,4883,4675,2493,2292,239,2371,1388,2211,1381,3430
245,245,625,5089,583,3681,833,642,997,1465,2319,710,2937,4664,887,5150,4129,4511,3411,3281,1709,1922,2789,2196,1787,3809,3229,2915,2398,1612,4321,3541,4001,395,2044,1848,1802,297,2030,2414,4818,2775,2116,318,2043,1804,2152,4037,2342,1004,2221,843,700,3247,670,715,3514,2610,1315,4005,1838,1131,4978,3934,2423,649,4004,1381,2076,5044,3768,4832,549,4817,3792,5118,2405,4218,2145,1303,4457,5063,2957,3716,809,3029,4945,5147,3069,4080,1283,632,3185,4322,2622,3763,3421,3285,5068,4598,2941
246,246,3143,3818,4323,3842,4901,5185,598,4977,4237,4973,4939,3439,4209,4335,780,5277,1188,720,2590,2131,278,2256,2496,2148,3275,3742,118,3577,168,1362,805,1480,4505,4157,2288,505,614,4510,1955,2586,2408,45,4599,5315,4473,3,4653,3964,1894,4499,2732,1766,2661,2381,4669,2733,1812,2038,4042,3121,2021,3277,1479,1232,741,1746,3137,4735,2936,3208,4598,680,1983,3869,1163,2059,1303,1231,2371,3285,4137,4011,1740,413,3961,5102,2211,5068,752,2504,4158,367,3430,4765,2941,4883,2258,3934,1381
247,247,5327,4710,2660,2348,956,3167,2144,2357,3895,5283,2288,3231,1092,546,4599,4480,4128,5185,1935,1460,3774,667,1301,3413,4578,3970,4921,2282,4135,3758,2148,2411,4148,1618,172,5252,3913,5001,1413,1464,1244,2256,1169,2769,3303,1530,654,557,2081,3588,809,2936,288,4764,4011,3464,4344,2912,5026,4598,2733,1231,2038,3111,1425,3763,680,1983,2268,3869,3666,4715,4158,218,741,3580,3961,5102,1280,367,1088,2059,3208,752,2258,5215,4765,4883,3430,2179,1740,3318,3285,5068,3934,2504,1303,2941,1381
248,248,655,3091,566,3916,4756,5217,3982,2774,4200,1573,2731,2545,621,920,976,4725,2575,3041,2923,3709,4427,3131,2925,2095,2587,5162,3067,2372,892,2990,1905,5280,3688,4101,4384,146,1954,1613,4787,3342,4605,2463,556,4690,3296,254,5010,2291,2202,4961,1425,4715,1052,632,3137,4305,1479,1283,1662,1231,4702,3145,4538,2179,3763,2377,5170,2021,1766,3111,3869,1295,2151,2710,4011,4669,3092,1983,1838,2733,1315,5102,4341,4598,1232,3285,3208,367,2258,4883,752,5068,2936,4765,3430,1303,2941,3934,1381
249,249,1586,2766,1027,3072,3389,668,3313,2945,5179,1333,2425,915,3107,3189,4044,1089,154,5234,394,302,4890,3569,5210,4988,1237,4147,479,5203,495,275,4759,2676,2400,2638,1931,2551,4895,3051,4278,3085,4017,1095,2652,3598,3499,4549,3082,3847,5091,4371,700,549,218,1425,843,3247,3514,4978,4218,1131,850,4004,2076,4291,609,1616,413,715,3768,5118,2392,649,4832,2405,5044,5215,4457,1831,2145,3716,4945,5063,3029,3421,5147,3069,3185,809,288,4322,2622,1303,632,1283,3763,3285,4598,5068,2941
250,250,23,4423,2697,3006,1677,2670,397,4939,4090,2922,2306,3063,3103,2911,750,4800,1834,13,2896,4695,1438,3801,1976,53,2804,569,3486,985,4973,805,4570,4157,1490,4448,4335,1384,614,3370,2890,4323,94,1454,1188,1480,3956,4544,1651,5209,280,1212,4499,2850,2305,2377,4654,4275,2710,1221,143,2926,198,1662,3267,1983,482,2219,3277,2637,5186,4573,2021,1838,5170,4538,2351,1232,1812,4669,3092,1766,1231,1479,2371,1448,3961,3137,5102,4011,2936,1163,752,3430,2211,4883,4765,367,2258,3934,1381
251,251,4698,615,1683,3349,4400,14,2597,3857,2496,3778,793,3427,233,4157,37,4376,4973,1809,1271,2186,3454,598,2807,4695,4235,2684,145,2437,1656,2790,4686,1955,2131,534,4435,1731,3964,1362,1952,4800,4700,916,3539,4624,4252,4418,4571,2586,1513,4675,1131,3317,288,4080,2258,4218,5044,3069,1287,2466,4978,4499,2850,609,4883,549,2076,632,1740,3934,3029,3185,1087,2672,4959,5147,2926,4322,2622,1283,239,4158,4457,2957,3421,3716,4137,2371,2145,809,4945,3763,1381,2211,4598,3285,5068,413,2941
252,252,793,4698,4376,1683,2477,251,615,3778,3857,1955,3010,1952,3349,2597,47,1809,3615,255,217,4932,2521,4700,4973,1656,3187,4071,1271,2790,2586,227,3964,137,2634,3539,4435,165,666,5075,4418,2186,2649,720,4252,1741,145,3818,933,5157,2479,2009,5118,4817,4218,2405,2850,4499,2466,715,4959,5063,4004,549,3069,5044,2926,609,4978,147,4590,1131,288,2672,2957,2076,3185,3029,1087,3421,5147,239,632,2622,2371,4158,4322,4137,1283,3716,4457,809,2145,4945,2211,3763,4598,3285,5068,413,2941
253,253,5016,4580,3871,2763,2117,1478,4811,293,1965,3413,667,3041,1755,1054,1485,1695,4637,2366,2643,2561,2668,5217,3982,260,4920,3132,1618,2774,2878,836,3765,3303,3959,2463,2928,5252,1600,4830,1659,5236,4105,2990,2701,3115,5077,4379,2874,2383,1402,2377,4341,3145,218,2710,1505,1231,2162,1766,896,2733,1740,3285,3326,1950,3666,3961,1983,1750,3974,4106,1232,2881,4011,4669,4158,3092,413,4598,4344,5102,367,5068,4715,2936,3208,3869,3111,2179,2258,2504,4883,4042,1303,752,3430,2941,4765,3934,1381
254,254,2575,67,5065,3440,566,1613,4709,4384,318,3270,4213,2699,2731,2084,4097,1039,2095,2463,2102,1464,4763,2810,5041,404,3916,4427,4860,618,3091,2453,4129,5263,1318,5240,818,4646,829,2291,4101,4492,1195,3102,345,2909,3188,2247,2923,3067,2188,1425,5026,3069,439,3580,2405,843,367,1694,5102,2170,5063,1232,5118,2211,239,1088,3716,2936,1983,3869,4158,2622,288,5044,2258,3208,3185,4978,4945,3029,4765,4883,752,5147,4457,632,3934,4322,1283,809,2145,3430,3763,4598,1381,1303,3285,5068,2941
255,255,4113,5040,207,2316,3686,4881,375,3954,3821,4130,1683,2649,1713,145,2798,127,607,4342,862,2838,276,2597,2717,5223,4483,4435,4095,2222,4059,5260,285,1731,57,4458,567,1582,1806,1952,4314,1809,174,2107,2033,2440,452,2521,381,3093,7,4590,2294,147,3664,1088,3580,5215,4218,4817,2433,843,1831,2672,850,549,4978,5063,3421,4137,5118,715,2405,4158,1740,4004,1131,3069,5044,2076,609,1303,3716,3185,3029,2622,288,5147,4945,4457,2145,4322,632,1283,809,413,3763,4598,3285,5068,2941
256,256,215,4178,3859,979,3206,418,1086,3082,4549,1162,617,1194,921,2602,3070,3625,2006,5203,3432,4944,4878,5228,275,1253,4142,917,1919,911,775,3224,2109,3171,1910,2275,4526,2605,2033,4041,2826,4325,4952,4443,4795,2967,3771,1647,1960,4330,4704,3768,700,218,4746,3514,3865,4832,4371,2433,843,4291,4978,2076,715,4004,3684,1088,5118,5063,1131,3716,850,1831,2405,413,649,1425,609,2392,3069,5215,5044,4945,2622,3185,3029,2145,4457,5147,4322,809,1283,1303,288,632,4598,3285,3763,5068,2941
257,257,3646,4454,1440,1445,2802,595,538,314,1152,2161,1114,1119,1759,3477,3120,839,1529,5105,2757,4214,2741,2642,3988,4674,5212,1959,2471,1246,1132,1012,2080,802,4087,651,2144,41,5226,1301,3774,1539,4920,1022,4445,3935,4399,3533,4864,4600,3794,4467,1980,4765,2258,5269,1676,2038,288,1280,4106,1950,2941,3962,2059,741,3287,2392,3980,5326,2300,3430,1425,4883,2261,4484,1347,3934,3969,1825,3666,4344,2912,4715,3869,2733,3111,4341,3580,3928,3318,1740,1303,1381,1088,2504,218,3588,3208,5215,2179
258,258,1211,3432,3070,381,775,2605,3171,5228,4526,3821,483,611,2833,4652,620,1262,468,4233,3328,4142,153,3096,4881,4922,4041,3084,5260,1713,1781,1253,729,2421,1909,1194,4325,2033,4113,1086,276,4089,1920,4446,3322,4903,2729,4342,3274,4873,1452,4371,5192,700,1189,2294,3768,670,4291,3514,4832,413,2433,649,549,4817,843,4218,4978,1831,850,1131,3421,1303,715,5063,5118,4004,5044,288,2405,2076,609,3069,3716,4945,4457,3185,2145,3029,2622,5147,4322,632,1283,809,3763,4598,3285,5068,2941
259,259,2193,1754,3161,5197,4576,3631,5338,5032,641,4780,2012,3398,3575,1262,2210,798,1203,1383,354,2729,1387,4782,3640,1708,1216,2265,623,554,539,1199,2605,3627,221,3403,1078,2304,2638,3790,1410,1346,4596,3521,4024,5088,1486,1194,459,1768,1841,2170,649,850,2912,4218,2179,4004,2076,4746,715,3684,4291,4832,2433,1135,3865,2593,2145,2405,609,4457,413,3580,4945,1740,5118,1425,3716,5063,3029,2392,3421,3185,3069,5147,1831,218,809,288,1283,4322,5215,2622,632,3763,1303,3285,4598,5068,2941
260,260,1432,4237,546,4921,2089,2288,2441,5185,2526,199,2942,1700,4474,3787,2502,1353,432,4378,4390,1400,796,5252,3202,2590,1023,2705,3895,2864,2479,1731,2940,185,2815,3804,1776,3742,667,1092,5288,2487,2391,4543,826,4473,3516,598,5036,2280,862,809,2162,3318,3495,1087,3121,1283,5329,2912,2859,2381,1376,5215,680,3666,3580,4735,1088,4322,4590,2363,2038,632,1950,3111,752,741,1425,2881,4715,288,3974,4042,4344,3430,2059,3763,3285,1381,3208,4158,1303,4598,4137,2179,1740,2504,5068,413,2941
261,261,4082,871,3920,4085,3941,1455,2240,4928,2483,3537,4440,4379,3504,1270,1721,1646,1579,4622,822,1343,2241,5209,3370,250,2872,3740,5001,5247,1739,728,1652,3227,4650,3667,4958,4428,3141,1067,2775,2804,2704,2311,2670,2118,2662,2763,141,4525,2437,4573,2926,3092,2637,5147,3716,1838,1232,2903,1479,1766,3841,3029,3961,3317,3137,3185,2493,817,2021,4322,4945,274,3763,4011,4538,2211,2622,5102,752,1052,2936,1163,3535,1231,3430,3869,4883,3664,3145,2258,367,4765,5068,3285,3421,4598,3934,2941,1381
